id,venue,address,pages,year,author,publisher,title,editor,note,month,volume,institution
388,"proceedings of the thirteenth international conference on machine learning,","san francisco, ca, pp.148-156,",,1996.,"freund y., schapire r.e.:","morgan kaufmann,","experiments with a new boosting algorithm, in saitta l.(ed.),",,,,,
389,"in proceedings of the thirteenth international conference on machine learning,","san francisco, ca:",148-156.,,"freund, y. and schapire, r.e.",mor-gan kaufmann.,experiments with a new boosting algorithm.,,,,,
390,,,,1996a.,"freund, y. and schapire, r.e.",,a decision-theoretic generalization of on-line learning and an application to boosting.,,unpublished manuscript (available at http://www. research.att.com/~yoav).,,,
391,,,,1996a.,"freund, y. and schapire, r.e.",,a decision-theoretic generalization of online learning and an application to boosting.,,unpublished manuscript (available at: http://www.research.att.com/~yoav).,,,
392,,,,,"freund, y. and schapire, r.e.:",,a decision-theoretic generalization of on-line learn ing and an application to boosting.,,unpublished manuscript (1996a) (available at http://www.research.att.com/~yoav).,,,
393,"unpublished manuscript,",,,,"freund, y. and schapire, r.e.:",,a decision-theoretic generalization of on-line learning and an application to boosting.,,"available from the authors' home pages ('http://www.research.att.com/f~yoav,~schapireg') (1996a).",,,
394,"unpublished manuscript,",,,(1996).,"freund, y., & schapire, r. e.",,a decision-theoretic generalization of on-line learning and an application to boosting.,,"available from the authors' home pages ('http://www.research.att.com/orgs/ssr/people/fyoav,schapireg').",,,
395,"unpublished manuscript,",,,(1996a).,"freund, y., & schapire, r. e.",,a decision-theoretic generalization of on-line learning and an application to boosting.,,"available from the authors' home pages ('http://www.research.att.com/orgs/ssr/people/fyoav,schapireg').",,,
396,"second european conference,",,"23-27,",1995.,"freund, y., and schapire, r. e.","springer-verlag,","a decision-theoretic generalization of on-line learning and an application to boosting.unpublished manuscript, available from the authors' home pages ('http://www.research. att.com/orgs/ssr/people/fyoav,schapireg'). an extended abstract appears in computational learning theory:",,,,"eurocolt '95,",
397,,,pp. 23-37.,"1995,","freund, y., and schapire, r.e.","springer-verlag,","'a decision-theoretic generalization of on-line learning and an application to boosting', at web site: http://www.research.att.com/yoav. or http://www.research.att.com/orgs/ssr/people/yoav. an extended abstract appears in the proceedings of the second european conference on computational learning theory, barcelona,",,,"march,",,
398,"second european conference,",,"pages 23-37,",1995.,yoav freund and robert e. schapire.,"springer-verlag,","a decision-theoreticgeneralizationof online learning and an application to boosting. unpublishedmanuscript available electronically (on our web pages, or by email request). an extended abstract appeared in computational learning theory:",,,,"eurocolt '95,",
399,,,,,"freund, y. and schapire, r.e.",,a decision-theoretic generalization of on-line learning and an application to boosting.,,unpublished manuscript (available at http://www.research.att.com/~yoav).,,,
400,unpublished manuscript.,,,1996b.,"freund, y., and schapire, r. e.",,experiments with a new boosting algorithm.,,,,,
401,"unpublished manuscript,",,,1996.,y. freund and r. schapire.,,some experiments with a new boosting algorithm.,,,,,
402,"journal of computer and system sciences ,55(1),",,119-139.,(1997).,"freund, y. & schapire, r. e.",,a decision-theoretic generalization of on-line learning and an application to boosting.,,,,,
403,,,,,"freund, y. and schapire, r.",,[1995] a decision-theoretic generalization of online learning and an application to boosting.,,"to appear , journal of computer and system sciences.",,,
404,"journal of computer and system sciences,",,119-139.,(1997).,"freund, y., & schapire, r. e.",,a decision-theoretic generalization of on-line learning and an application to boosting.,,,,"55,",
405,"journal of computer and system sciences,",,"119-139,",1997.,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,august,55(1),
406,"journal of computer and system sciences,",,"119-139,",1997.,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,,55(1),
407,"journal of computer and system sciences,",,"119-139,",1997.,y. freund and r. schapire.,,a decision-theoretic generalization of on-line learning algorithms and an application to boosting.,,,,55(1),
408,"journal of computer and system sciences,",,"119-139,",1997.,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,august,55(1),
409,"journal of computer and system sciences,",,,1997.,y. freund and r.e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,,,
410,"journal of computer and system sciences,",,"pages 23-37,",1995.,yoav freund and robert e. schapire.,"springer-verlag,",a decision-theoretic generalization of on-line learning and an application to boosting.,,"to appear. an extended abstract appeared in computational learning theory: second european conference,","eurocolt '95,",,
411,"journal of computer and system science,",,,,y. freund and r.e. schapire.,,a decision theoretic generalization of on-line learning and an application to boosting.,,to appear. 1,,,
412,"journal of computer and system sciences,",,"119-139,",1997.,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,august,55(1),
413,"journal of computer and system sciences,",,"119-139,",1997.,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,august,55(1),
414,"journal of computer and system sciences,",,"119-139,",1997.,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,,55(1),
415,"journal of computer and system sciences,",,,,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,to appear. an extended abstract appeared in eurocolt'95.,,,
416,"journal of computer and system sciences,",,"119-139,",1997.,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,23,55(1),
417,"journal of computer and systems sciences,",,,1997.,y. freund and r. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,,"55(1),",
418,"journal of computer and system sciences,",,"119-139,",1997.,y. freund and r.e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,,55(1),
419,"journal of computer science and system sciences,",,"119-139,",1997.,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,,55(1),
420,"journal of computer and system sciences,",,,1997.,yoav freund and robert e. schapire.,,a decision-theoretic generalization of on-line learning and an application to boosting.,,,august,"55(1):119 139,",
421,in proceedings of the twentyninth annual acm symposium on theory of computing.,,,(1997).,"freund, y., schapire, r. e., singer, y., & warmuth, m. k.",,using and combining predictors that specialize.,,,,,
422,"in proceedings of the twenty-ninth annual acm symposium on the theory of computing,",,"pages 334-343,",1997.,"yoav freund, robert e. schapire, yoram singer, and man-fred k. warmuth.",,using and combining predictors that specialize.,,,,,
423,"in proceedings of the twenty-ninth annual acm symposium on the theory of computing,",,"pages 334-343,",1997.,"yoav freund, robert e. schapire, yoram singer, and manfred k. warmuth.",,using and combining predictors that specialize.,,,,,
424,"in proceedings of the twenty-ninth annual acm symposium on the theory of computing,",,"pages 334-343,",1997.,"yoav freund, robert e. schapire, yoram singer, and manfred k. warmuth.",,using and combining predictors that specialize.,,,,,
425,"in proceedings of the twenty-ninth annual acm symposium on the theory of computing,",,"pages 334-343,",1997.,"yoav freund, robert e. schapire, yoram singer, and manfred k. warmuth.",,using and com-bining predictors that specialize.,,,,,
426,"machine learning,",,133-168.,(1997).,"freund, y., seung, h. s., shamir, e., & tishby, n.",,selective sampling using the query by committee algorithm.,,,,"28,",
427,machine learning 28,,133-168.,1997.,"freund, y.; seung, h.; shamir, e.; and tishby, n.",,selective sampling using the query by committee algorithm.,,,,,
428,"machine learning,",,"133-168,",1997.,"y. freund, h. seung, e. shamir, and n. tishby.",,selective sampling using the query by committee algorithm.,,,,28,
429,"machine learning,",,"133-168,",1997.,"y. freund, h. seung, e. shamir, and n. tishby.",,selective sampling using the query by committee algorithm.,,,,28,
430,,,,1995,"yoav freund, h. sebastian seung, eli shamir, naftali tishby,",,"selective sampling using the query by committee algorithm,",,,july,,
431,,,,"1995,","yoav freund, h. sebastian seung, eli shamir, naftali tishby,",,"selective sampling using the query by committee algorithm,",,to appear in machine learning,july,,
432,"proceedings of the third european conference on computational learning theory (eurocolt'97), volume 1208 of lecture notes in computer science,","berlin,",pages 94-108.,1997.,y. freund and y. mansour.,"springer-verlag,",learning under persistent drift.,"in s. ben-david, editor,",,,,
433,"proceedings of the 1997 european conference on computational learning theory,",,,1997.,y. freund and y. mansour.,,learning under persistent drift.,,,,,
434,"proceedings of the 1997 european conference on computational learning theory,",,,1997.,y. freund and y. mansour.,,learning under persistent drift.,,,,,
435,in proceedings of 30th annual symposium on foundation of computer science.,,46-51.,1989.,"goldman, s.; rivest, r.; and schapire, r.",,learning binary relations and total orders.,,,,,
